City,Latitude,Longitude,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country_Code,Date
sitka,51.126990000000006,-140.3486,57.2,62,75,0.38,us,1600315586
baracatan,7.017430000000001,125.31125000000002,84.2,70,90,4.7,ph,1600315586
salalah,15.037350000000002,58.144420000000004,78.8,94,40,2.24,om,1600315586
cabo san lucas,11.02739,-125.31125000000002,84.99,72,97,1.01,mx,1600315586
grindavik,56.13944000000001,-24.059760000000004,46.4,100,75,13.87,is,1600315586
manaure,14.034860000000002,-72.17928,84.61,70,22,11.97,co,1600315587
teya,61.15189000000001,89.22161000000001,56.52,73,100,9.35,ru,1600315587
alto araguaia,-18.04482,-53.13197,72.03,33,5,2.19,br,1600315587
pochutla,10.0249,-97.24153000000001,78.01,90,100,1.92,mx,1600315587
strangnas,59.146910000000005,17.042330000000003,48,63,0,13.87,se,1600315588
wanning,19.047310000000003,111.27639,86.56,77,92,11.43,cn,1600315588
leningradskiy,74.18426000000001,178.44322000000003,36.28,94,100,17.34,ru,1600315588
vanavara,63.156870000000005,104.25896000000002,58.5,50,1,6.58,ru,1600315588
karimganj,25.062250000000002,92.22908000000001,81.03,89,98,0.65,in,1600315589
karmaskaly,54.134460000000004,56.13944000000001,50,93,90,17.9,ru,1600315589
ouesso,2.00498,17.042330000000003,69.93,93,94,2.24,cg,1600315589
baracoa,21.052290000000003,-74.18426000000001,80.01,82,17,3.24,cu,1600315589
bilibino,69.17181000000001,165.41085,38.66,87,100,4.34,ru,1600315589
talcahuano,-36.08964,-75.18675,51.8,87,58,4.7,cl,1600315590
volovo,52.12948000000001,38.094620000000006,55,90,75,11.01,ru,1600315590
amambai,-23.057270000000003,-55.136950000000006,69.8,75,25,8.43,br,1600315590
kaitangata,-88.21912,179.44571000000002,46,69,100,8.01,nz,1600315591
tacuarembo,-32.07968,-56.13944000000001,51.12,91,0,5.08,uy,1600315591
port said,31.07719,32.07968,78.8,83,0,9.17,eg,1600315591
faanui,0.0,-159.39591000000001,78.82,76,1,14.09,pf,1600315591
balclutha,-46.114540000000005,169.42081000000002,46,69,100,8.01,nz,1600315591
antalaha,-14.034860000000002,53.13197,69.46,75,0,6.71,mg,1600315592
lavrentiya,70.1743,-172.42828000000003,42.57,94,100,11.5,ru,1600315592
ban nahin,18.04482,104.25896000000002,90.66,60,91,2.8,la,1600315592
mnogovershinnyy,54.134460000000004,138.34362000000002,55.49,61,99,8.81,ru,1600315593
ruwi,24.059760000000004,58.144420000000004,82.4,74,8,4.7,om,1600315593
kenai,60.14940000000001,-151.37599,57.2,76,20,11.41,us,1600315593
bristol,37.092130000000004,-82.20418000000001,64.99,77,1,5.82,us,1600315593
gimbi,9.02241,36.08964,54.95,97,71,1.43,et,1600315594
copalillo,18.04482,-99.24651000000001,71.01,93,92,1.77,mx,1600315594
bitam,2.00498,12.029880000000002,68.11,98,100,1.48,ga,1600315594
mananjary,-22.05478,51.126990000000006,66.43,76,2,6.29,mg,1600315594
georgetown,-2.00498,-22.05478,87.8,70,20,3.36,sh,1600315544
axim,-3.0074700000000005,-3.0074700000000005,74.77,89,85,10.83,gh,1600315595
griffith,-33.082170000000005,145.36105,72,73,90,5.82,au,1600315595
paamiut,64.15936,-47.11703000000001,39.72,82,95,8.66,gl,1600315595
goundam,16.03984,-5.01245,87.85,38,5,13.29,ml,1600315595
coquimbo,-29.072210000000002,-86.21414000000001,51.8,93,0,8.05,cl,1600315596
saryg-sep,51.126990000000006,96.23904000000002,65.71,34,16,1.72,ru,1600315596
fort frances,48.11952000000001,-93.23157,35.01,74,1,5.55,ca,1600315596
imbituba,-30.074700000000004,-44.10956,66.2,100,75,4.7,br,1600315596
gari,60.14940000000001,62.15438,50.83,87,100,14.12,ru,1600315596
pundaguitan,6.014940000000001,126.31374000000001,81.18,74,100,6.13,ph,1600315597
anna paulowna,53.13197,5.01245,59,77,20,18.34,nl,1600315597
huaihua,28.069720000000004,110.27390000000001,63,94,100,5.21,cn,1600315597
urucara,0.0,-58.144420000000004,78.19,75,27,3.06,br,1600315597
vardo,80.1992,34.08466000000001,42.8,75,75,16.11,no,1600315598
abha,19.047310000000003,41.102090000000004,64.4,42,0,1.01,sa,1600315598
inhambane,-23.057270000000003,39.09711,71.2,90,3,8.05,mz,1600315598
mareeba,-14.034860000000002,142.35358000000002,77,73,82,8.99,au,1600315598
san ignacio,-16.03984,-61.15189000000001,80.01,73,83,1.86,bo,1600315599
moindou,-22.05478,165.41085,77,57,90,18.34,nc,1600315599
upernavik,79.19671000000001,-55.136950000000006,33.08,88,100,5.79,gl,1600315599
opole lubelskie,51.126990000000006,22.05478,66,42,99,9.82,pl,1600315599
ko samui,9.02241,100.24900000000001,86,70,20,11.41,th,1600315599
cockburn town,29.072210000000002,-71.17679000000001,83.55,78,7,14.65,bs,1600315600
kabinda,-6.014940000000001,24.059760000000004,70,85,43,2.82,cd,1600315600
charters towers,-22.05478,143.35607000000002,83.89,43,41,17.49,au,1600315600
kieta,-3.0074700000000005,157.39093000000003,84.16,77,76,8.16,pg,1600315601
cracow,50.124500000000005,20.0498,62.6,77,90,4.7,pl,1600315601
resistencia,-27.067230000000002,-59.146910000000005,61,93,0,3.36,ar,1600315601
beira,-21.052290000000003,36.08964,69.8,100,90,4.54,mz,1600315601
koslan,65.16185,49.12201,37.9,85,52,3.33,ru,1600315601
grandview,45.11205,-120.29880000000001,72,83,1,4.18,us,1600315485
sao filipe,12.029880000000002,-37.092130000000004,80.04,83,30,1.28,cv,1600315602
hambantota,-2.00498,83.20667,86,74,40,12.75,lk,1600315602
impfondo,1.00249,18.04482,70.45,98,75,2.75,cg,1600315602
tarakan,3.0074700000000005,118.29382000000001,81.57,73,100,12.35,id,1600315602
saint-michel-des-saints,47.11703000000001,-74.18426000000001,47.66,94,91,6.51,ca,1600315603
dingle,50.124500000000005,-12.029880000000002,82.74,82,100,9.28,ie,1600315603
maldonado,-36.08964,-54.134460000000004,51.8,93,90,4.7,uy,1600315603
andujar,38.094620000000006,-4.00996,75.99,48,98,2.13,es,1600315603
kloulklubed,7.017430000000001,133.33117000000001,84.2,79,75,5.82,pw,1600315603
ilulissat,88.21912,-40.0996,33.8,86,100,9.17,gl,1600315567
galle,5.01245,79.19671000000001,81.97,81,48,12.73,lk,1600315360
berlevag,88.21912,33.082170000000005,42.8,81,40,10.29,no,1600315604
taksimo,56.13944000000001,114.28386000000002,56.3,55,41,2.17,ru,1600315374
kruisfontein,-47.11703000000001,26.064740000000004,53.01,74,0,6.76,za,1600315604
bubaque,3.0074700000000005,-24.059760000000004,80.38,84,100,14.29,gw,1600315605
kamyzyak,46.114540000000005,48.11952000000001,48.2,61,0,0.83,ru,1600315605
chornukhy,50.124500000000005,33.082170000000005,58.48,72,44,8.95,ua,1600315605
zerbst,52.12948000000001,12.029880000000002,57,81,0,3,de,1600315605
okha,55.136950000000006,145.36105,57.52,62,99,12.53,ru,1600315606
bathsheba,19.047310000000003,-46.114540000000005,80.6,78,20,5.82,bb,1600315606
bulgan,47.11703000000001,104.25896000000002,57.22,55,0,1.9,mn,1600315606
pozo colorado,-24.059760000000004,-60.14940000000001,67.55,84,87,8.41,py,1600315606
pitimbu,-7.017430000000001,-27.067230000000002,71.6,100,20,5.82,br,1600315607
morros,-10.0249,-46.114540000000005,72.19,52,0,3.33,br,1600315607
moose factory,55.136950000000006,-78.19422,32,90,1,8.05,ca,1600315607
payo,18.04482,129.32121,93,44,0,1.74,ph,1600315607
dhankuta,27.067230000000002,87.21663000000001,78.62,72,72,3.15,np,1600315607
nanortalik,54.134460000000004,-44.10956,39.47,83,76,16.62,gl,1600315608
kondratovo,58.144420000000004,56.13944000000001,48.2,93,90,13.42,ru,1600315608
hamilton,29.072210000000002,-63.156870000000005,63,100,1,4.7,bm,1600315608
pangai,-18.04482,-178.44322000000003,77,61,75,17.22,to,1600315608
si bun ruang,17.042330000000003,102.25398000000001,88.36,64,100,5.64,th,1600315609
kaoma,-16.03984,25.062250000000002,65.7,44,21,4.23,zm,1600315609
rocha,-36.08964,-53.13197,46.31,94,24,2.95,uy,1600315609
panama city,27.067230000000002,-86.21414000000001,79,94,100,2.24,us,1600315429
marawi,20.0498,32.07968,82.99,77,98,1.99,sd,1600315609
riyadh,21.052290000000003,48.11952000000001,75.2,25,0,2.24,sa,1600315435
ticuantepe,12.029880000000002,-86.21414000000001,84.2,83,40,2.48,ni,1600315610
uri,34.08466000000001,74.18426000000001,77.56,29,0,1.21,in,1600315610
sao joao da barra,-29.072210000000002,-32.07968,71.82,83,4,16.13,br,1600315610
rabaul,-4.00996,152.37848000000002,85.78,72,8,10.18,pg,1600315610
kankon,15.037350000000002,74.18426000000001,77,100,90,5.82,in,1600315611
pemba,-12.029880000000002,40.0996,71.6,94,40,3.36,mz,1600315611
seoul,37.092130000000004,128.31872,75.2,46,90,8.9,kr,1600315577
susurluk,40.0996,28.069720000000004,69.8,93,20,1.19,tr,1600315611
phibun mangsahan,15.037350000000002,105.26145000000001,90,79,20,6.93,th,1600315611
rio blanco,13.032370000000002,-85.21165,67.78,77,100,1.16,ni,1600315612
valdivia,-40.0996,-75.18675,50,100,90,8.05,cl,1600315612
dubbo,-30.074700000000004,146.36354000000003,80.6,36,40,14.99,au,1600315612
san carlos de bariloche,-40.0996,-71.17679000000001,44.6,75,40,39.15,ar,1600315612
ambilobe,-7.017430000000001,48.11952000000001,72,62,0,5.21,mg,1600315612
qui nhon,15.037350000000002,114.28386000000002,77.5,89,100,9.66,vn,1600315613
clermont,48.11952000000001,-70.1743,60.8,87,90,12.75,ca,1600315613
laguna,-36.08964,-39.09711,77,50,1,6.93,br,1600315613
port hedland,-22.05478,120.29880000000001,96.8,26,0,12.75,au,1600315613
karpathos,36.08964,27.067230000000002,75.2,83,0,5.82,gr,1600315434
bangarapet,13.032370000000002,78.19422,78.01,88,75,9.17,in,1600315614
deputatskiy,74.18426000000001,141.35109000000003,42.51,71,97,4.61,ru,1600315614
kailua,24.059760000000004,-156.38844,82.4,58,40,10.29,us,1600315359
sioux lookout,51.126990000000006,-91.22659000000002,37.4,55,20,5.82,ca,1600315614
sabang,6.014940000000001,95.23655000000001,83.71,71,92,20.24,id,1600315614
atherton,-18.04482,144.35856,55.99,73,0,4,au,1600315615
rio gallegos,-52.12948000000001,-67.16683,44.6,56,40,17.22,ar,1600315369
santa maria,18.04482,-20.0498,60.8,93,95,2.24,cv,1600315425
roseburg,43.10707000000001,-123.30627000000001,73.4,64,90,8.05,us,1600315511
tieling,42.104580000000006,124.30876,66.99,47,1,16.22,cn,1600315615
isla mujeres,23.057270000000003,-87.21663000000001,84.2,83,40,9.31,mx,1600315615
kavieng,10.0249,158.39342000000002,84.07,79,90,11.63,pg,1600315616
macau,-4.00996,-36.08964,86,89,40,10.29,br,1600315616
kuah,6.014940000000001,99.24651000000001,86,84,40,3.36,my,1600315616
port macquarie,-35.08715,159.39591000000001,84,30,0,8.14,au,1600315617
mastic beach,39.09711,-72.17928,69.8,68,75,6.93,us,1600315617
nha trang,12.029880000000002,112.27888000000002,86,84,75,3.36,vn,1600315451
coihaique,-49.12201,-76.18924000000001,44.6,81,20,5.82,cl,1600315617
cabadiangan,13.032370000000002,125.31125000000002,79.66,85,100,13.8,ph,1600315618
nsanje,-17.042330000000003,36.08964,75.15,59,0,2.77,mw,1600315618
hovd,45.11205,103.25647000000001,62.44,30,0,3.11,mn,1600315618
hof,61.15189000000001,13.032370000000002,57.99,88,39,10,no,1600315618
derzhavinsk,51.126990000000006,66.16434000000001,49.01,83,100,15.52,kz,1600315618
dwarka,21.052290000000003,67.16683,84.33,72,58,9.46,in,1600315619
salym,60.14940000000001,71.17679000000001,50.02,86,94,4.88,ru,1600315619
mogadishu,-3.0074700000000005,49.12201,77,69,40,13.87,so,1600315513
jumla,35.08715,84.20916000000001,72.75,48,3,3.67,np,1600315619
arima,11.02739,-61.15189000000001,80.01,88,20,2.66,tt,1600315620
necochea,-53.13197,-52.12948000000001,43,97,30,8.99,ar,1600315620
itupiranga,-6.014940000000001,-50.124500000000005,79.81,48,22,3.02,br,1600315621
san juan de la maguana,19.047310000000003,-71.17679000000001,72.03,85,10,1.83,do,1600315621
san luis,-33.082170000000005,-67.16683,57.27,36,0,7.56,ar,1600315622
muros,43.10707000000001,-18.04482,60.01,92,100,1.99,es,1600315622
tautira,-14.034860000000002,-144.35856,82.4,69,20,8.05,pf,1600315622
kununurra,-18.04482,129.32121,95,34,20,9.17,au,1600315623
benguela,-11.02739,8.01992,68.43,83,64,2.24,ao,1600315623
new waterford,47.11703000000001,-60.14940000000001,59,90,65,3.42,ca,1600315623
mishkino,55.136950000000006,64.15936,50.14,85,45,17.69,ru,1600315624
dhidhdhoo,7.017430000000001,73.18177000000001,82.65,75,71,12.3,mv,1600315624
vestmannaeyjar,60.14940000000001,-18.04482,50.38,83,100,15.46,is,1600315624
hay river,65.16185,-119.29631,42.8,75,75,5.82,ca,1600315624
kanye,-25.062250000000002,25.062250000000002,51.75,32,0,6.2,bw,1600315625
wilmington,32.07968,-76.18924000000001,77,88,75,5.82,us,1600315625
ambon,-3.0074700000000005,125.31125000000002,80.17,78,79,5.48,id,1600315626
ust-barguzin,53.13197,109.27141000000002,54.88,67,14,2.62,ru,1600315626
lokosovo,60.14940000000001,75.18675,48.69,89,99,8.05,ru,1600315626
columbia,39.09711,-92.22908000000001,71.6,100,90,4.7,us,1600315627
carnarvon,-23.057270000000003,93.23157,78.8,24,0,14.99,au,1600315627
clute,29.072210000000002,-95.23655000000001,81,88,20,3.36,us,1600315627
pacific grove,28.069720000000004,-136.33864000000003,64.99,96,41,1.01,us,1600315331
druzhba,52.12948000000001,34.08466000000001,58.17,73,54,13.56,ua,1600315628
terrace bay,49.12201,-87.21663000000001,39.67,66,0,8.03,ca,1600315628
yar-sale,69.17181000000001,73.18177000000001,50.04,78,25,14.56,ru,1600315628
doha,30.074700000000004,45.11205,89.6,70,0,2.24,kw,1600315508
yarkovo,58.144420000000004,67.16683,49.28,88,93,10.65,ru,1600315629
madang,-4.00996,146.36354000000003,86.04,66,73,7.49,pg,1600315629
chapais,56.13944000000001,-73.18177000000001,37.4,86,90,14.99,ca,1600315629
discovery bay,19.047310000000003,-77.19173,75.99,53,75,8.05,jm,1600315333
santa vitoria do palmar,-35.08715,-50.124500000000005,51.33,95,0,6.22,br,1600315630
malartic,48.11952000000001,-78.19422,41,80,75,17.22,ca,1600315630
hanna,51.126990000000006,-111.27639,50,76,22,1.01,ca,1600315431
zharkent,43.10707000000001,80.1992,72.63,27,55,8.48,kz,1600315630
esteli,13.032370000000002,-86.21414000000001,68.61,94,96,1.63,ni,1600315631
oum hadjer,13.032370000000002,20.0498,79.59,70,11,8.25,td,1600315631
jalu,25.062250000000002,21.052290000000003,74.55,72,0,11.3,ly,1600315631
abnub,28.069720000000004,32.07968,75.2,83,0,11.41,eg,1600315631
rawson,-44.10956,-63.156870000000005,58.51,43,48,19.17,ar,1600315632
maryville,40.0996,-94.23406000000001,73.99,73,90,6.93,us,1600315632
kutum,16.03984,24.059760000000004,74.93,52,6,2.28,sd,1600315632
nantucket,37.092130000000004,-70.1743,66.2,88,75,8.05,us,1600315497
margate,-35.08715,36.08964,62.01,75,15,4,za,1600315633
mandalgarh,25.062250000000002,75.18675,87.49,64,97,8.1,in,1600315633
port keats,-14.034860000000002,130.3237,86.16,55,14,12.39,au,1600315634
camara de lobos,31.07719,-17.042330000000003,68,68,20,4.7,pt,1600315634
bontang,1.00249,117.29133000000002,81.37,76,100,2.37,id,1600315369
aasiaat,69.17181000000001,-53.13197,37.13,79,100,21.5,gl,1600315634
huautla,21.052290000000003,-98.24402,74.14,80,100,3.47,mx,1600315635
nokaneng,-20.0498,22.05478,64.58,26,55,7.7,bw,1600315635
ola,58.144420000000004,154.38346,51.48,67,100,11.07,ru,1600315635
pathein,17.042330000000003,91.22659000000002,89.28,65,52,7.2,mm,1600315636
port lincoln,-39.09711,135.33615,57.22,90,100,21.63,au,1600315636
dunedin,-50.124500000000005,174.43326000000002,48,78,100,4,nz,1600315502
bartica,6.014940000000001,-59.146910000000005,78.8,94,40,4.7,gy,1600315636
san cristobal,0.0,-86.21414000000001,64.6,91,76,1.59,ec,1600315636
sangar,66.16434000000001,128.31872,55.24,48,0,1.41,ru,1600315637
takoradi,-1.00249,1.00249,74.71,90,95,11.21,gh,1600315637
kincardine,44.10956,-82.20418000000001,50,93,90,4.7,ca,1600315637
loikaw,19.047310000000003,97.24153000000001,83.82,70,69,1.34,mm,1600315637
awjilah,28.069720000000004,19.047310000000003,74.08,73,0,11.21,ly,1600315638
belyy yar,61.15189000000001,87.21663000000001,59,72,91,2.24,ru,1600315638
mandapam,9.02241,79.19671000000001,82.83,75,87,13.2,in,1600315638
emba,49.12201,59.146910000000005,50.95,67,100,23.8,kz,1600315639
ranau,6.014940000000001,117.29133000000002,86,74,20,3.36,my,1600315639
krasnoselkup,64.15936,85.21165,56.52,72,86,18.59,ru,1600315639
walkerton,44.10956,-81.20169000000001,68,68,90,5.64,ca,1600315640
flinders,-36.08964,130.3237,72,72,63,1.99,au,1600315362
boundiali,10.0249,-7.017430000000001,68.79,93,85,0.63,ci,1600315640
aksarka,72.17928,68.16932000000001,48.43,85,100,17.49,ru,1600315640
ambulu,-9.02241,113.28137000000001,85.32,58,77,9.15,id,1600315640
lincoln,-35.08715,-62.15438,64,72,1,6.93,ar,1600315641
brae,65.16185,0.0,50,81,100,13.87,gb,1600315641
maniitsoq,60.14940000000001,-59.146910000000005,38.41,76,100,15.97,gl,1600315641
capao da canoa,-30.074700000000004,-49.12201,61.99,95,100,4.76,br,1600315641
cherskiy,85.21165,162.40338000000003,41.99,70,77,14.23,ru,1600315642
wynyard,52.12948000000001,-104.25896000000002,55,53,38,11.01,ca,1600315642
codrington,22.05478,-60.14940000000001,54.54,76,99,19.91,ag,1600315642
buin,-9.02241,154.38346,57.99,71,0,2.08,pg,1600315643
sechura,-10.0249,-87.21663000000001,62.49,82,41,11.43,pe,1600315643
hollins,38.094620000000006,-80.1992,60.01,91,100,0.96,us,1600315643
brigantine,38.094620000000006,-73.18177000000001,71.01,82,1,9.04,us,1600315643
dryden,52.12948000000001,-93.23157,35.6,59,1,8.05,ca,1600315644
kemerovo,55.136950000000006,86.21414000000001,59,87,40,4.47,ru,1600315644
vila franca do campo,47.11703000000001,-20.0498,64.4,72,20,8.05,pt,1600315644
okhotsk,58.144420000000004,145.36105,57.06,51,1,3.11,ru,1600315644
eyemouth,56.13944000000001,-2.00498,43,86,0,5.35,gb,1600315645
khandyga,62.15438,134.33366,56.17,47,0,3.11,ru,1600315645
dakar,15.037350000000002,-18.04482,82.4,88,75,16.11,sn,1600315459
gazojak,42.104580000000006,62.15438,62.49,39,91,11.7,tm,1600315645
yurimaguas,-6.014940000000001,-75.18675,74.59,74,78,1.9,pe,1600315646
charlestown,15.037350000000002,-64.15936,87.01,32,12,11.41,kn,1600315646
nouakchott,19.047310000000003,-16.03984,84.2,79,73,14.99,mr,1600315346
naze,25.062250000000002,137.34113000000002,87.8,79,75,11.41,jp,1600315646
gorontalo,0.0,122.30378000000002,85.15,60,91,4.47,id,1600315647
kargat,55.136950000000006,80.1992,56.7,51,49,12.57,ru,1600315647
bonthe,1.00249,-17.042330000000003,74.62,94,100,6.67,sl,1600315647
bonito,-21.052290000000003,-56.13944000000001,77.9,34,10,2.48,br,1600315647
hearst,50.124500000000005,-83.20667,29.8,89,0,4.83,ca,1600315648
itarema,2.00498,-39.09711,77.43,81,2,15.59,br,1600315648
hat yai,7.017430000000001,100.24900000000001,86,74,40,8.05,th,1600315648
sari,36.08964,53.13197,64.4,88,20,2.24,ir,1600315648
mahibadhoo,4.00996,65.16185,82.45,75,85,11.39,mv,1600315649
aban,57.14193000000001,96.23904000000002,59.88,66,100,7.36,ru,1600315649
pascagoula,28.069720000000004,-88.21912,77,78,90,6.93,us,1600315649
udachnyy,66.16434000000001,112.27888000000002,59,41,0,4.47,ru,1600315649
eureka,41.102090000000004,-138.34362000000002,66.99,100,94,0.98,us,1600315636
sinnamary,17.042330000000003,-46.114540000000005,78.57,88,73,11.01,gf,1600315650
yaan,32.07968,99.24651000000001,71.69,98,96,4.97,cn,1600315650
beloha,-27.067230000000002,42.104580000000006,68.7,67,0,5.21,mg,1600315650
kidal,19.047310000000003,3.0074700000000005,87.08,36,0,9.78,ml,1600315651
bunia,2.00498,30.074700000000004,61.36,83,63,1.21,cd,1600315651
pregradnaya,44.10956,41.102090000000004,55.26,54,0,3.53,ru,1600315651
kumla,59.146910000000005,15.037350000000002,45,66,0,10.29,se,1600315651
itamaraca,-8.01992,-32.07968,77,73,75,5.82,br,1600315594
manokwari,0.0,133.33117000000001,84.27,66,22,4.18,id,1600315369
turukhansk,64.15936,88.21912,51.91,83,96,14.9,ru,1600315652
zachary,31.07719,-91.22659000000002,77,88,1,3.36,us,1600315652
tabas,33.082170000000005,56.13944000000001,71.6,30,0,4.7,ir,1600315652
inta,66.16434000000001,59.146910000000005,45,83,100,14.58,ru,1600315653
